date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:05:26	153179/153179	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2006:34:06%20GMT	https://www.buzzinteractive.co/seo-services/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/seo-services/index.html	(from https://www.buzzinteractive.co/)
16:05:26	186221/186221	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2008:25:40%20GMT	https://www.buzzinteractive.co/cms-development-services/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/cms-development-services/index.html	(from https://www.buzzinteractive.co/)
16:05:27	142479/142479	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2010:40:09%20GMT	https://www.buzzinteractive.co/sem-services/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/sem-services/index.html	(from https://www.buzzinteractive.co/)
16:05:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:05:27%20GMT	https://www.buzzinteractive.co/Home	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/Home.12.delayed	(from https://www.buzzinteractive.co/)
16:05:28	133579/133579	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Jan%202021%2011:05:26%20GMT	https://www.buzzinteractive.co/social-media-services/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/social-media-services/index.html	(from https://www.buzzinteractive.co/)
16:05:28	106588/106588	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Jan%202021%2011:05:26%20GMT	https://www.buzzinteractive.co/buzz-portfolio/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/buzz-portfolio/index.html	(from https://www.buzzinteractive.co/)
16:05:29	4236/4236	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Jan%202021%2011:05:28%20GMT	https://www.buzzinteractive.co/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/cdn-cgi/l/email-protection.html	(from https://www.buzzinteractive.co/)
16:05:29	153743/153743	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2007:51:13%20GMT	https://www.buzzinteractive.co/digital-marketing-for-clothing-brand-case-study/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/digital-marketing-for-clothing-brand-case-study/index.html	(from https://www.buzzinteractive.co/)
16:05:30	205366/205366	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2009:05:06%20GMT	https://www.buzzinteractive.co/blog/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/blog/index.html	(from https://www.buzzinteractive.co/)
16:05:31	158021/158021	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jan%202021%2014:10:10%20GMT	https://www.buzzinteractive.co/digital-marketing-for-hotels-case-study/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/digital-marketing-for-hotels-case-study/index.html	(from https://www.buzzinteractive.co/)
16:05:31	171571/171571	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2011:23:32%20GMT	https://www.buzzinteractive.co/service-marketplace-case-study/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/service-marketplace-case-study/index.html	(from https://www.buzzinteractive.co/)
16:05:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:05:32%20GMT	https://www.buzzinteractive.co/privacy	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/privacy	(from https://www.buzzinteractive.co/)
16:05:42	181607/181607	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2013:16:04%20GMT	https://www.buzzinteractive.co/funnel-crm-software-case-study/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/funnel-crm-software-case-study/index.html	(from https://www.buzzinteractive.co/)
16:05:43	96386/96386	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2013:16:32%20GMT	https://www.buzzinteractive.co/portfolio/sadaf-arshad/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/portfolio/sadaf-arshad/index.html	(from https://www.buzzinteractive.co/)
16:05:43	169379/169379	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2009:08:10%20GMT	https://www.buzzinteractive.co/uber-like-app-case-study/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/uber-like-app-case-study/index.html	(from https://www.buzzinteractive.co/)
16:05:43	276694/276694	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2013:06:07%20GMT	https://www.buzzinteractive.co/careers/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/careers/index.html	(from https://www.buzzinteractive.co/)
16:05:44	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260085bdc-4d7%22	https://www.buzzinteractive.co/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.buzzinteractive.co/)
16:05:44	92735/92735	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Jan%202021%2011:05:43%20GMT	https://www.buzzinteractive.co/thankyou/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/thankyou/index.html	(from https://www.buzzinteractive.co/)
16:05:45	829/829	---M-Z	200	added ('OK')	text/css	etag:%22594d7db01ff4cb1:0%22	https://images.dmca.com/badges/dmca.css?ID=2a6e82ea-ae1f-4b61-b6a2-5803dddb871a	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/images.dmca.com/badges/dmca15e6.css	(from https://www.buzzinteractive.co/)
16:05:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:05:45%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/1djhggad/5wn30.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/1djhggad/5wn30.17.delayed	(from https://www.buzzinteractive.co/)
16:05:46	98051/98051	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2013:17:00%20GMT	https://www.buzzinteractive.co/privacy/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/privacy/index.html	(from https://www.buzzinteractive.co/)
16:05:47	704700/704700	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2022%20Jan%202021%2012:58:18%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/1djhggad/5wn30.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/1djhggad/5wn30.js	(from https://www.buzzinteractive.co/)
16:05:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:05:47%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/2psfusbk/5wn30.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/2psfusbk/5wn30.js	(from https://www.buzzinteractive.co/)
16:05:48	65420/65420	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e109153c1d8d64b2f360f02c5989692a%22	https://collectcdn.com/launcher.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/collectcdn.com/launcher.js	(from https://www.buzzinteractive.co/)
16:05:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:05:48%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/ftex94cs/5wn30.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/ftex94cs/5wn30.js	(from https://www.buzzinteractive.co/)
16:05:48	93269/93269	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2013:17:45%20GMT	https://www.buzzinteractive.co/terms-of-use/	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/terms-of-use/index.html	(from https://www.buzzinteractive.co/)
16:05:49	1040254/1040254	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2022%20Jan%202021%2012:58:18%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/2psfusbk/5wn30.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/2psfusbk/5wn30.js	(from https://www.buzzinteractive.co/)
16:05:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:05:49%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/k16t98xv/5wn30.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/k16t98xv/5wn30.js	(from https://www.buzzinteractive.co/)
16:05:50	23304/23304	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2022%20Jan%202021%2012:58:18%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/ftex94cs/5wn30.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/ftex94cs/5wn30.js	(from https://www.buzzinteractive.co/)
16:05:50	33767/33767	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2022%20Jan%202021%2012:58:18%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/k16t98xv/5wn30.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/k16t98xv/5wn30.js	(from https://www.buzzinteractive.co/)
16:05:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:05:51%20GMT	http://www.buzzinteractive.co/wp-content/plugins/click-to-tweet-by-todaymade/assets/img/twitter-little-bird.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/plugins/click-to-tweet-by-todaymade/assets/img/twitter-little-bird.png	(from https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/dry8x01w/5wn30.css)
16:05:51	10514/10514	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2024%20Jan%202021%2011:05:50%20GMT	https://static.cloudflareinsights.com/beacon.min.js	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/static.cloudflareinsights.com/beacon.min.js	(from https://www.buzzinteractive.co/)
16:05:53	1165/1165	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Nov%202018%2016:01:43%20GMT	https://www.buzzinteractive.co/wp-content/plugins/click-to-tweet-by-todaymade/assets/img/twitter-little-bird.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/plugins/click-to-tweet-by-todaymade/assets/img/twitter-little-bird.png	(from https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/dry8x01w/5wn30.css)
16:05:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:05:53%20GMT	http://www.buzzinteractive.co/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-includes/js/mediaelement/mejs-controls.svg	(from https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/hbfqu89/5wn30.css)
16:05:55	4598/4598	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2023%20Feb%202018%2013:45:18%20GMT	https://www.buzzinteractive.co/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-includes/js/mediaelement/mejs-controls.svg	(from https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/hbfqu89/5wn30.css)
16:05:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:05:55%20GMT	http://www.buzzinteractive.co/wp-content/plugins/js_composer/assets/vc/alert.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/plugins/js_composer/assets/vc/alert.png	(from https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/lks2wlg9/5wn2z.css)
16:05:57	302/302	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Sep%202020%2010:02:53%20GMT	https://www.buzzinteractive.co/wp-content/plugins/js_composer/assets/vc/alert.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/plugins/js_composer/assets/vc/alert.png	(from https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/lks2wlg9/5wn2z.css)
16:06:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:00%20GMT	https://www.buzzinteractive.co/?p=15400	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/indexd187.html	(from https://www.buzzinteractive.co/contact/)
16:06:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:01%20GMT	https://www.buzzinteractive.co/contact	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/contact	(from https://www.buzzinteractive.co/contact/)
16:06:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:01%20GMT	http://www.buzzinteractive.co/wp-content/plugins/revslider/public/assets/assets/transparent.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/plugins/revslider/public/assets/assets/transparent.png	(from https://www.buzzinteractive.co/about-us/)
16:06:02	122/122	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Sep%202020%2010:03:41%20GMT	https://www.buzzinteractive.co/wp-content/plugins/revslider/public/assets/assets/transparent.png	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/plugins/revslider/public/assets/assets/transparent.png	(from https://www.buzzinteractive.co/about-us/)
16:06:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:04%20GMT	https://www.buzzinteractive.co/?p=17437	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/index8306.html	(from https://www.buzzinteractive.co/about-us/)
16:06:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:06%20GMT	https://www.buzzinteractive.co/seo-services	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/seo-services	(from https://www.buzzinteractive.co/about-us/)
16:06:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:09%20GMT	https://www.buzzinteractive.co/about-us	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/about-us	(from https://www.buzzinteractive.co/about-us/)
16:06:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:10%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/dry8x01w/5ua7g.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/dry8x01w/5ua7g.css	(from https://www.buzzinteractive.co/case-studies/)
16:06:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2011:06:10%20GMT	http://www.buzzinteractive.co/wp-content/cache/wpfc-minified/lw84xnl8/5ua7g.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/lw84xnl8/5ua7g.css	(from https://www.buzzinteractive.co/case-studies/)
16:06:11	82316/82316	---MCZ	200	added ('OK')	text/css	date:Sun,%2024%20Jan%202021%2011:06:10%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/dry8x01w/5ua7g.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/dry8x01w/5ua7g.css	(from https://www.buzzinteractive.co/case-studies/)
16:06:11	0/0	---M--	200	added ('OK')	text/css	date:Sun,%2024%20Jan%202021%2011:06:10%20GMT	https://www.buzzinteractive.co/wp-content/cache/wpfc-minified/lw84xnl8/5ua7g.css	C:/My%20Web%20Sites/https___www.buzzinteractive.co_/www.buzzinteractive.co/wp-content/cache/wpfc-minified/lw84xnl8/5ua7g.css	(from https://www.buzzinteractive.co/case-studies/)
